location;publish_date;title;lang;text;travel_date;trip_type;rating;photos;text_resume;image_story
Borobudur;2017-10-15;warisan sejarah yang luar biasa;in;warisan sejarah dan budaya yang luar biasa dan terawat baik luar biasa bagaimana bangsa ini membangun candi tersebut hanya dengan tangan sungguh mengagumkan;2017-09;COUPLES;4;[];luar biasa bagaimana bangsa ini membangun candi tersebut hanya dengan tangan  sungguh mengagumkan  warisan sejarah dan budaya yang luar biasanya yang terawat baik ;
Borobudur;2017-10-13;tempat yg panas;in;seru jika ke borobudur tetapi yagitu panas sekalihh harus memakai topi dan kacamata item dan sudah sering banget kesini;2016-11;FRIENDS;5;[];seru jika ke borobudur tp yagitu panas sekalihh harus memakai topi dan kacamata item  dan udah sering banget kesini ;
Borobudur;2017-10-12;candi borobudur;in;mengunjungi borobudur yang merupakan salah satu keajaiban dunia telah menjadi keinginan yang telah tercapai benar benar keindahan yang luar biasa sangat ingin kembali mengunjungi lagi;2017-09;FRIENDS;5;['20250804125825234134.jpg', '20250804125825426736.jpg', '20250804125825701264.jpg', '20250804125825900025.jpg'];mengunjungi borobudur yang merupakan salah satu keajaiban dunia  telah menjadi keinginan yang telah tercapai  benar benar keindahan yang luar biasa  sangat ingin kembali mengunjunginya lagi ;ada banyak orang berjalan di sekitar area berumput luas sepeda motor sedang melaju di jalan di bawah jembatan arafed patung seseorang yang duduk di bangku batu arafed patung seseorang yang duduk di bangku di depan gunung
Borobudur;2017-10-11;magnificent man made;in;sebuah mahakarya leluhur bangsa jawa merupakan candi terbesar dan kaya akan relief best time to visit adalah saat matahari terbit dan matahari tenggelam yang saya sayangkan adalah akses keluar candi yang harus melalui labirin pedagang souvenir yang agak mengganggu;2017-10;SOLO;5;[];sebuah mahakarya leluhur bangsa jawa  merupakan candi terbesar dan kaya akan relief  best time to visit adalah saat matahari terbit  yang saya sayangkan ada akses keluar candi yang harus melalui labirin pedagang souvenir yang agak mengganggu ;
Borobudur;2017-10-09;borobudur saat matahari terbenam yang indah;in;kami pergi ke sini sore hari saat menjelang tutup pukul enam sore lokasi ini tutup tetapi saya masih sempet ke puncak candi dan bertepatan dengan matahari terbenam yang indah kekurangan dari tempat ini adalah banyak pedagang asongan yang agresif tetapi kalau kita menolak dengan baik mereka tidak akan mengejar terus;2017-08;COUPLES;5;['20250804125826064510.jpg', '20250804125826243406.jpg'];kekurangan dari tempat ini adalah banyak pedagang asongan yang agresif  tapi kalau kita menolak dengan baik mereka tidak akan mengejar terus ;orang arafed duduk di atas bukit menyaksikan matahari terbenam. pemandangan arafed dari sekelompok patung berjajar saat matahari terbenam
Borobudur;2017-10-06;bagus;in;candinya bagus sekali tempatnya bersih lokasi sangat mudah dijangkau disana panas terik jangan lupa bawa payung;2017-05;COUPLES;5;['20250804125826523976.jpg', '20250804125826796036.jpg', '20250804125826938662.jpg'];lokasi mudah dijangkau  disana panas terik jangan lupa bawa payung  candinya bagus sekali tempatnya bersih  lokasi sangat mudah ;pemandangan arafed dari kerumunan orang yang berjalan mengelilingi sebuah bangunan besar terdapat orang-orang yang berdiri di atas dinding batu dengan latar belakang langit terdapat banyak patung di sisi sebuah bangunan
Borobudur;2017-10-06;peninggalan yang penuh sejarah dan kebanggan buat indonesia;in;pencapaian estetika dan keahlian teknik arsitektur yang ditampilkan borobudur serta ukurannya yang luar biasa menjadi bukti keagungan masa lalu dan telah membangkitkan kebanggaan bagi bangsa indonesia;2016-11;NONE;5;[];pencapaian estetika dan keahlian teknik arsitektur yang ditampilkan borobudur  serta ukurannya yang luar biasa  menjadi bukti keagungan masa lalu  dan telah membangkitkan kebanggaan bagi bangsa indonesia ;
Borobudur;2017-10-05;bagus ;in;candi borobodur bagus banget tetapi memang tidak terlalu bersih yah dan harus bawa payung deh karena panas banget biasanya;2017-01;FAMILY;5;[];candi borobodur bagus banget  tapi memang tidak terlalu bersih yah  dan harus bawa payung deh karena panas banget biasanya ;
Borobudur;2017-10-04;berjalan di antara peradaban masa lalu;in;candi borobudur adalah tempat wisata edukasi untuk semua orang mengunjungi candi tersebut membuat anda melayang ke masa lalu dengan menikmati keindahan ukiran di sekeliling tubuh bangunan;2016-11;FAMILY;5;[];anda melayang ke masa lalu dengan menikmati keindahan ukiran di sekeliling tubuh bangunan  candi borobudur adalah tempat wisata edukasi untuk semua orang ;
Borobudur;2017-09-30;seni candi terindah di indonesia;in;kunjungan liburan bersama anak anak selain tujuan bermain juga sambil belajar itinerary yang sudah di diskusikan bersama sama sebelum berangkat maka kami sepakat memasukkan candi borobudur sebagai destinasi yang dikunjungi kami berangkat pagi hari pukul pagi sesuai waktu yang dijadwalkan perjalanan memerlukan waktu jam dan menit dari gowongan kidul kalau berniat melihat matahari terbit harus berangkat jam pagi pengunjung yang datang wajib membayar tiket masuk dengan tarif dibedakan untuk turis lokal atau turis mancanegara tidak jauh dari pintu masuk jika kita menengok ke sebelah kiri maka terlihat teater untuk bisa secara singkat menyaksikan apa dan bagaimana mengenai candi borobudur anak anak tidak berminat ke teater sehingga kami langsung menuju pintu masuk candi agar mengenal lebih banyak mengenal candi borobudur diputuskan menggunakan jasa pemandu wisata tidak mahal uang yang dibayarkan dibandingkan informasi yang diperoleh memang mengagumkan ciptaan manusia dahulu dengan segala keterbatasan bisa membangun bangunan besar walaupun butuh waktu bertahun tahun lamanya hingga selesai tidak terasa butuh waktu jam untuk naik keliling dan turun di candi borobudur melelahkan memang tetapi anak anak tidak protes kecuali panas dan terik matahari yang makin menyengat menjelang siang jangan lupa membawa payung dan pelembab;2016-10;FAMILY;5;[];kunjungan liburan bersama anak anak selain tujuan bermain juga sambil belajar  itinerary yang sudah di diskusikan sebelum berangkat maka kami sepakat memasukkan candi borobudur sebagai destinasi yang dikunjungi ;
Borobudur;2017-09-29;megah;in;berkali kali datang ke candi brobudur berkali kali pula saya kagum akan kemegahannya tak pernah bosan datang ke sini walau sinar matahari sangat terik di bawah atau di atas sama mengagumkan sarat dengan filosofi dan ajaran kebaikan berbeda dengan bangunan suci lainnya candi borobudur tak punya ruangan tertutup semua beratap langit dan serba terbuka masuk melewati pintu bukan berarti masuk ke dalam ruangan supaya tidak bingung candi ini menghadap ke timur sehingga pintu utama adalah di sisi timur ditandai dengan arca singa yang paling besar dibanding arca singa di tiga pintu lainnya bagian kaki candi tertutup tetapi reliefnya dapat dilihat dan dibaca di berbagai buku relief lainnya juga banyak dibahas dalam berbagai penelitian serta ditulis dalam bentuk skripsi yang mengkaji aneka hal di borobudur seperti alat pertanian jenis flora dan fauna bentuk perhiasan dan seterusnya;2017-08;FAMILY;4;[];tak pernah bosan datang ke candi brobudur  berkali kali pula saya kagum akan kemegahannya  di bawah atau di atas sama mengagumkan  sarat dengan filosofi dan ajaran kebaikan  berbeda dengan bangunan suci lainnya  candi borobudur tak punya ruangan tertutup semua beratap langit dan serba terbuka ;
Borobudur;2017-09-25;yogya transport ;in;menikmati anugrah dari tuhan lewat tangan manusia leluhur kita dengan kemegahan dan hasil karya mereka;2017-09;COUPLES;5;[];menikmati anugrah dari tuhan lewat tangan manusia    leluhur kita dengan kemegahan dan hasil karya mereka    menikmatian anugra dari tuhan tak lebih banyak dari tangan masyarakat ;
Borobudur;2017-09-19;amazing candi;in;candi ini sangat indah kokoh bersejarah pemandangannya juga cantik sekali serta banyak spot bagus untuk foto untuk orang tua tidak rekomen naik sampai keatas karena tangganya curam dan tinggi tidak kebayang kehebatan saat pembuatan candi ini di zaman dahulu yang konon masih tradisional bisa nonton movie juga mengenai sejarah candi borobudur dan ada additional costnya di sepanjang jalan keluar banyak penjual souvenir khas jogja;2017-09;FRIENDS;5;['20250804125827061076.jpg'];untuk orang tua tidak rekomen naik sampai keatas karena tangganya curam dan tinggi                                ga kebayang kehebatan saat pembuatan candi ini di jaman dahulu yang konon masih tradisional  bisa nonton movie juga mengenai sejarah candi borobudur ;wanita dengan rambut coklat panjang dan kacamata hitam berdiri di depan orang banyak
Borobudur;2017-09-10;candi borobudur      ;in;disini bukan hanya disajikan keindahan candinya tetapi juga pemandangan yang indah diatasnya diawal kita masuk sudah disajikan dengan payung payung diatas yang menggantung dan juga turis yang berfoto;2017-08;FAMILY;5;['20250804125827272118.jpg', '20250804125827468583.jpg', '20250804125827584398.jpg'];diawal kita masuk sudah disajikan dengan payung payung diatas yang menggantung dan juga turis  yang berfoto  disini bukan hanya disajaikan keindahan candinya   tetapi juga juga pemandangan yang indah diatasi ;pemandangan arafed dari struktur batu besar dengan puncak menara arafed pemandangan lapangan dan gunung melalui jendela terdapat pantulan bangunan di dalam air
Borobudur;2017-09-09;cagar budaya;in;recommended tempat terjangkau cantik dapat belajar tentang budaya merupakan warisan dunia merupakan ikon wisata indonesia;2017-08;FRIENDS;5;[];merupakan ikon wisata indonesia yang terjangkau menjadi warisan dunia  ia mengaku belajar tentang budaya tragedi  karena kalau ia tak mampu mengajukan warisan yang dapat mengakibatkan wisatawan ;
Borobudur;2017-09-07;tempat wisata yang besar dan bersejarah;in;pertama kali sampai di tempat masuk dan turun dari mobil langsung diserbu banyak pedagang acung dengan mematok harga cukup mahal jadi harus pintar nawar saat beli tiket masuk ngantre lama karena ramai kemudian tas diperiksa dan bagi yang membawa makanan akan disita kecuali minuman nanti setelah keluar dari pasarnya ketemu tempat penitipan barang dan ambil disana cukup menyulitkan lebih baik tidak usah membawa makanan sudah masuk ke dalam dibagian halaman candinya ternyata masih ada pedagang acung menyedihkan keliling di candi ini panas sekali melelahkan dan cukup menyeramkan karena harus berhati hati menaiki tangganya saat saya berkunjung kesana masih ada proyek pada candi ketika keluar harus melalui pasar strategi yang baik supaya ada yang tertarik belanja daaannnn pasarnya ternyata panjang dan banyak pedagang jadi harus pinter pinter nawar;2017-08;FAMILY;4;['20250804125828002633.jpg', '20250804125828338502.jpg', '20250804125828702503.jpg'];saat beli tiket masuk ngantre lama karena ramai kemudian tas diperiksa dan bagi yang membawa makanan akan  disita  kecuali minuman  nanti setelah keluar dari pasarnya ketemu tempat penitipan barang dan ambil disana  cukup menyulitkan  ;ada banyak payung yang digantung di pepohonan di taman orang-orang berjalan di tengah hujan dengan payung di depan dinding batu dan pemandangan sekelompok patung di area yang luas
Borobudur;2017-09-05;berwisata sambil mengenal sejarah;in;salah satu tempat yang sering di kunjungi ketika berada di jogja candi terbesar di indonesia kalau kesini pagi pagi sekali udara nya sejuk jangan di atas jam siang panas nya sangat menyengat;2016-12;FAMILY;5;['20250804125828872271.jpg'];salah satu tempat yang sering di kunjungi ketika berada di jogja  candi terbesar di indonesia  kalau kesini pagi   pagi sekali udara nya sejuk  jangan di atas jam    siang panas nya sangat menyengat ;pemandangan arafed dari sebuah bangunan besar dengan halaman rumput hijau
Borobudur;2017-09-04;bersama teman lebih menarik  ;in;setelah lebi dari lima tahun saya kembali mengunjungi candi ini bersama teman masih tetap ramai dan padat saran saya jangan lupa bawa payung dan air minum serta pakaian dan sepatu yang nyaman segala jenis makanan tidak boleh dibawa ke area candi bagi yang membawa akan disimpankan oleh petugas dan dapat diambil di loket pintu keluar saat in karcis masuk candi ribu rupiah untuk turis domestik;2017-09;FRIENDS;4;[];masih tetap ramai dan padat  saran saya jangan lupa bawa payung dan air minum  serta pakaian dan sepatu yang nyaman  segala jenis makanan tidak boleh dibawa ke area candi  bagi yang membawa akan disimpankan oleh petugas dan dapat diambil di loket pintu keluar  saat in karcis masuk candi    ribu rupiah untuk turis domestik ;
Borobudur;2017-09-04;candi yang hrs dikunjungi   ;in;candi yang terkenal di yogyakarta dan menjadi sejarah bagus untuk menambah wawasan sejarah dengan segala keunikan;2017-09;FRIENDS;5;[];candi yg terkenal di yogyakarta dan menjadi sejarah    bagus bagus untuk menambah wawasan wajah dengan segala keunikan  candi yg mengakui warga yang tak mampu mengajukan waktu yang mengakibatkan wajarannya bakal mengungsi ;
Borobudur;2017-09-02;study tour jogja;in;candi borobudur merupakan candi hindu terbesar di indonesia nilai sejarah dan arsitektur yang dimiliki membuat wisatawan begitu takjub dan kagum ketika berkunjung ke candi borobudur;2016-11;SOLO;5;['20250804125828980018.jpg'];candi borobudur merupakan candi hindu terbesar di indonesia  nilai sejarah dan arsitektur yg dimiliki membuat wisatawan begitu takjub dan kagum ketika berkunjung ke candi ;pria arafed berdiri di depan bangunan batu dengan tangan terentang
Borobudur;2017-08-29;wonderful indonesia;in;tempat wisata bersejarah satu ini tidak akan pernah membosankan untuk dikunjungi meskipun harus melangkah cukup jauh dan bersamaan dengan teriknya matahari wonderful indonesia dengan segala budaya dan sejarahnya;2017-07;FAMILY;5;[]; wonderful indonesia dengan segala budaya dan sejarahnya  meskipun harus melangkah cukup jauh dan bersamaan dengan teriknya matahari  wonderful indonesia tidak akan pernah membosankan untuk dikunjungi ;
Borobudur;2017-08-24;mengunjungi masa lalu;in;pengelolaan borobudur sudah lebih baik dibanding kunjungan pertama saya beberapa tahun lalu kawasannya lebih bersih dan tertata dan ada museum kapal nya;2017-06;FAMILY;4;[];pengelolaan borobudur sudah lebih baik dibanding kunjungan pertama saya beberpa tahun lalu                  kawasannya lbih bersih dan tertata  dan ada museum kapal nya ;
Borobudur;2017-08-23;piknik keluarga;in;fasilitasnya bagus pemandangannya indah cocok untuk tempat liburan keluarga dan juga orang badget ada untuk orang bule;2017-08;FAMILY;5;['20250804125829155122.jpg', '20250804125829333978.jpg', '20250804125829515214.jpg'];fasilitasnya bagus pemandangannya indah cocok untuk tempat liburan keluarga dan juga orang badget ada untuk orang buleh  fasilitas ini adalah untuk menyebabkan orang yang tak mampu menjadi orang bersama ;orang berdiri di depan gedung dengan tanda pintu masuk orang berdiri di depan gedung dengan jam di atasnya tangga menuju taman dengan beberapa orang di atasnya
Borobudur;2017-08-21;wisata alam dan budaya nomor  ;in;candi terbesar yang ada di indonesia disarankan untuk berangkat pagi pagi sekali jika ingin mengejar sun rise karena dari pihak pengelola tempat wisata juga menyediakan program untuk melihat sun rise langsung di candi sangat dianjurkan menggunakan alas kaki yang nyaman karena kawasan wisata candi yang cukup luas tersedia taman dan wahana lain yang dapat dicoba bersama keluarga luangkan waktu sejenak untuk mengabadikan foto di tempat tempat yang sudah tersedia;2017-08;FRIENDS;5;[];candi terbesar yang ada di indonesia  disarankan untuk berangkat pagi pagi sekali jika ingin mengejar sun rise  karena dari pihak pengelola tempat wisata candi juga menyediakan program untuk melihat sun rise langsung di candi  sangat dianjurkan menggunakan alas kaki yang nyaman ;
Borobudur;2017-08-21;keren ;in;kalau kesini jangan lupa bawa payung kalau tidak bawa bisa sewa bh kalau ingin pakai topi juga bisa tetapi kalau pakai topi malah tambah keringetan dan kotor lagian diatas tidak terlalu panas walau kami naik jam siang udara yang sejuk menghilangkan efek panas terik matahari jangan pakai sepatu hak tinggi kesini karena saat turun tangga sedikit curam dan harus pelan pelan dan hati hati saat hujan urungkan niat kemari karena tempat ini kurang nyaman kalau basah jangan pakai hotpant atau semua pakaian yang diatas lutut jangan berdiri sampai atas puncak stupa itu akan dianggap merendahkan umat budha jangan duduk di stupa yang terbesar karena dianggap suci bawa tissue yang banyak deh;2017-08;FAMILY;5;[];kalo ga bawa bisa sewa      bh  kalo ingin  pakai topi juga bisa   tapi kalo kesini jangan lupa bawa payung  udara yang sejuk menghilangkan efek panas terik matahari  lagian diatas tidak terlalu panas walau kami naik jam  siang ;
Borobudur;2017-08-17;world heritage;in;candi terbesar dan paling terkenal di indonesia borobudur ditinggalkan pada abad ke seiring melemahnya pengaruh kerajaan hindu dan buddha di jawa serta mulai masuknya pengaruh islam pemugaran besar besaran atas candi ini dilakukan pada tahun hingga atas upaya pemerintah republik indonesia dan unesco saat ini candi ini masuk dalam daftar situs warisan dunia candi ini adalah mahakarya seni rupa budha indonesia sebagai contoh puncak pencapaian keselarasan teknik arsitektur dan estetika seni rupa buddha di jawa;2016-10;NONE;5;[];candi ini adalah mahakarya seni rupa budha indonesia  sebagai contoh puncak pencapaian keselarasan teknik arsitektur dan estetika seni rupa buddha di jawa  saat ini candi ini masuk dalam daftar situs warisan dunia ;
Borobudur;2017-08-15;salah satu   keajaiban dunia;in;candi yang luar biasa megah sunrise disana spektakuler mulai dari perjalanan menuju candi yang di hiasi payung berwarna warni sampai ukiran yang luas biasa indahnya yang menempel di sisi sisi candi tidak bisa banyak komentar karena melihat candi semegah itu dan mitos di bantu makhluk lain luar biasa;2017-08;FRIENDS;4;['20250804125829636756.jpg', '20250804125829762321.jpg', '20250804125829905253.jpg', '20250804125830033957.jpg'];mulai dari perjalanan menuju candi yang di hiasi payung berwarna warni sampai ukiran yang luas biasa indahnya yg menempel di sisi sisi candi                  gk bisa bnyak komentar karna melihat candi semegah itu dan mitos di bantu makhluk lain ;ada seorang wanita berjalan menyusuri jalan setapak dengan payung di atasnya ada dua pria berdiri bersebelahan di depan tembok batu ada dua orang berdiri di depan sebuah bangunan batu besar ada orang yang berdiri di depan sebuah bangunan batu besar
Borobudur;2017-08-10;candi yg megah dan orang orang sana yg ramah;in;candi yang istimewa karena peninggalan pra sejarah yang harus tetap di jaga di lestarikan kalau mengenal candi sudah bukan rahasia umum semua orang yang datang ke borobudur pasti suka candi borobudur tetapi coba beriteraksi dengan orang orang di luar candi yaitu orang orang local di area candi borobudur atau nongkrong di warung kopi lalu ngobrol sama orang sana mereka ruamah ramah bangeeeet dan logat mereka lucu dan sangat bersahabat kadang rindu ingin datang ke candi borobudur bukan cuma ingin lihat candi nya saja tetapi keramahan penduduk setempat;2017-01;FAMILY;5;[];candi yang istimewa  karena peninggalan pra sejarah yg harus tetap di jaga di lestarikan    kalo mengenal candi sudah bukan rahasia umum   semua orang yg datang ke borobudur pasti suka candi borobaudur    tapi coba beriteraksi dengan orang orang di luar candi ;
Borobudur;2017-08-02;menikmati senja di candi borobudur;in;situasinya sangat berbeda ketika pertamakali dulu saya berkunjung disini penegelolaan candi dan sekitar sudah layak untuk tujuan wisata internasional semoga menjadi lebih baik lagi kedepannya the situation is very different when the first time i visited here the management of the temple and the surrounding is feasible for international tourism destination may be better in the future;2016-10;NONE;4;[];situasinya sangat berbeda ketika pertamakali dulu saya berkunjung disini  penegelolaan candi dan sekitar sudah layak untuk tujuan wisata internasional  semoga menjadi lebih baik lagi kedepannya the situation is very different ;
Borobudur;2017-07-30;borobudur internasional festival;in;hihihi tau dong acara yang diadakan tahun sekali alhamdulillah dpt kesempatan buat dtg hihihi acaranya seruuuu sekalian opembentukan genpi karesidenan jugaaaa hahaha pertunjukannya juga cakep;2017-07;FRIENDS;5;['20250804125830159505.jpg', '20250804125830604882.jpg', '20250804125831044135.jpg'];hihihi  tau dong acara yg diadakan   tahun sekali                   alhamdulillah dpt kesempatan buat dtg  hihihi                                                                                                                            cakep  ;beberapa wanita berpose untuk berfoto di depan panggung arafed karpet merah dengan lampu dan karpet merah di malam hari banyak payung yang digantung di langit-langit
Borobudur;2017-07-27;candi borobudur;in;candi borobudur candi terbesar halaman yang sangat luas dan bila sudah ada di puncak akan terlihat garis bukit seperti sesorang sedang tidur;2017-07;COUPLES;3;['20250804125831177170.jpg', '20250804125831298964.jpg'];candi borobudur candi terbesar halaman yang sangat luas dan bila sudah ada di puncak akan terlihat garis bukit seperti sesorang sedang tidur ilegal ;wanita arafed berdiri di depan bangunan batu besar. wanita berkemeja merah jambu dan rok biru berdiri di depan bangunan batu besar
Borobudur;2017-07-24;candi buddha tertua di indonesia;in;candi yang sangat megah ini menjadi objek wisata wajib dikunjungi turis yang berkunjung ke jogja karena keindahannya walau sudah bukan menjadi bagian dari keajaiban dunia lagi tetapi candi ini masih berdiri kokoh dengan menakjubkan cocok dikunjungi pagi hari;2017-07;FAMILY;4;['20250804125831466253.jpg', '20250804125831654022.jpg'];walau sudah bukan menjadi bagian dari   keajaiban dunia lagi  tapi candi ini masih berdiri kokoh dengan menakjubkan  cocok dikunjungi pagi hari ;pemandangan arafed dari seorang pria yang duduk di dinding dengan layang-layang pria arafed berjalan menyusuri jalan batu di samping dinding batu
Borobudur;2017-07-20;panas;in;kalau tidak pake payung panas bangat ksini siang siang lumayan sih cape exitnya itu kita disuruh masuk ke tempat orang belanjaan jadi ngelewatin padahal sangat jauh lumayan anak saya saja cape tetapi semua bagus anak daya suka;2017-07;FAMILY;5;['20250804125831846309.jpg'];kalo gak pake payung panas bangat ksini siang siang lumayan sih cape exitnya itu kita disuruh masuk ke tempat orang belanjaan jadi ngelewatin padahal sangat jauh lumayan anak saya aja cape tapi semua bagus  anak  daya suka ;beberapa orang duduk di tangga batu dengan topi merah muda
Borobudur;2017-07-19;candi tempat beribadah;in;bagi yang jalan kaki di candi borobudur juga di sediakan fasilitas kuda dan semacam kereta mini untuk melihat keliling candi borobudur perlu diperhatika candi borobudur adalah tempat ibadah agama budha sehingga kita harus memperhatikan benar apa yang boleh dilakukan dan yang tidak boleh dilakukan disana banyak pedagang oleh seperti makanan kaos dan pernak pernik yang berkaitan dengan candi borobudur harga tiket masuk sedikit mahal tetapi masih terjangkau dompet pemandangan sangat menakjubkan cocok untuk selfie pemandangan alam;2017-02;FRIENDS;5;[];bagi yang jalan kaki  di candi borobudur juga di sediakan fasilitas kuda dan semacam kereta mini untuk melihat keliling candi borobodur  perlu diperhatika  candi yang adalah tempat ibadah agama budha sehingga kita harus memperhatikan benar apa yang boleh dilakukan dan yang tidak bisa bolehan  pemandangan sangat menakjubkan  cocok ;
Borobudur;2017-07-13;candi borobudur;in;kalau lah lagi ke jogja jangan lewatkan melipir sebentar ke magelang buat mengunjungi candi borobudur berkali kali kesini tetap saja takjub dg relief yang ada disana viewnya juga tidak kalah indaahhh;2017-01;FRIENDS;5;['20250804125832003268.jpg', '20250804125832157916.jpg', '20250804125832337819.jpg'];kalau lah lagi ke jogja jgn lewatkan melipir sebentar ke magelang buat mengunjungi candi borobudur   berkali kali kesini tetap saja takjub dg relief  yg ada disana  viewnya jg gk kalah indaahhh   ;beberapa orang berdiri di depan sebuah bangunan batu berlatar belakang langit tiga wanita bertopi dan syal berdiri di atas platform batu beberapa orang berpose untuk berfoto di atas bukit
Borobudur;2017-07-13;candi borobudur;in;beberapa kali saya kesini tidak pernah bosan meski panas meski bayar sedikit mahal tetapi cocok lah buat ngabisin akhir pekan;2016-09;BUSINESS;5;[];beberapa kali saya kesini gak pernah bosan  meski panas meski bayar sedikit mahal  tapi cocok lah buat ngabisin akhir pekan ;
Borobudur;2017-07-11;libur lebaran    juni     juli     ;in;mampir ke candi borobudur yang menarik sedunia tetapi sangat disayangkan banyak kepala patung yang hilang entah kemana mohon pihak pengelola candi memperhatikan cagar budaya yang sudah mendunia ini;2017-06;FAMILY;4;[];mampir ke candi borobudur yang menarik sedunia tapi sangat disayangkan banyak kepala patung yang hilang entah kemana mohon pihak pengelola candi memperhatikan cagar budaya yang sudah mendunia ini ;
Borobudur;2017-07-11;jalan keluar;in;dari candi ke arah parkir mobil jalan keluar lewat taman museum masih ok tetapi setelah itu jalannya dipaksa melewati lapak pedagang yang aduhai panjangnya berkelok kelok diputar putar bak labirin jalan yang tiada berujung untuk anak dan lansia yang sudah kecapaian mengitari candi pasti tambah kelelahan banget;2017-07;FAMILY;4;[];dari candi ke arah parkir mobil  jalan keluar lewat taman   museum  masih ok  tapi setelah itu jalannya dipaksa melewati lapak  pedagang yg aduhai panjangnya  berkelok kelok  diputar putar bak labirin jalan yg tiada berujung ;
Borobudur;2017-07-11;liburan menambah pengetahuan;in;ke candi borobudur merupakan tempat berlibur sekaligus menambah ilmu pengetahuan bagi anak anak lokasi obyek wisata candi borobudur sudah semakin bagus ditunjang dengan adanya pemutaran film tentang candi borobudur termasuk juga museum yang menarik untuk dikunjungi top deh;2017-07;FAMILY;5;[];ke candi borobudur merupakan tempat berlibur sekaligus menambah ilmu pengetahuan bagi anak anak  lokasi obyek wisata candi bisa menunjang dengan adanya pemutaran film tentang candi  termasuk juga museum yang menarik untuk dikunjungi   top deh ;
Borobudur;2017-07-10;borobudur temple;in;berwisata di candi borobudur merupakan momen yang tak telupaka saat ini penataan kawasan tersebut sudah mulai membaik harga tiket masuk untuk wisatawan domestik jaglewatkan waktu anda untuk singgak di kawasan candi borobudur;2017-06;FAMILY;5;[];berwisata di candi borobudur merupakan momen yang tak telupaka  saat ini penataan kawasan tersebut sudah mulai membaik  harga tiket masuk untuk wisatawan domestik   rb  jaglewatkan waktu anda untuk singgak ;
Borobudur;2017-07-04;candi yang indah;in;borobudur merupakan candi budha dan dikenal sebagai candi terbesar di indonesia bahkan seluruh dunia candi budha terbesar ini berada di kota magelang provinsi jawa tengah indonesia yang tepatnya berada sekitar km sebelah barat laut dari kota jogja walaupun candi ini berada di magelang namun keberadaannya sering dijadikan sebagai salah satu tujuan destinasi wisata di jogja kabarnya candi yang mempunyai bentuk stupa ini sudah didirikan pada tahun hingga sekarang candi brobudur ini masih digunakan juga sebagai tempat beribadah;2017-07;FRIENDS;4;[];candi budha terbesar ini berada di kota magelang  provinsi jawa tengah  indonesia yang tepatnya berada sekitar     km sebelah barat laut dari kota jogja  candi brobudur ini masih digunakan juga sebagai tempat beribadah ;
Borobudur;2017-07-03;candi yang tidak pernah bosan dikunjungi;in;beberapa kali kesana tetap tidak bosan setiap tingkatan memiliki makna kehidupan manusia sebelum menuju nirwana dan setiap relief masih membuat takjub untuk dilihat semoga candi ini bisa terus dilestarikan dan tidak dirusak karena saking banyaknya pengunjung apalagi saat high season;2017-06;FAMILY;5;[];setiap tingkatan memiliki makna kehidupan manusia sebelum menuju nirwana  dan setiap relief masih membuat takjub untuk dilihat semoga candi ini bisa terus dilestarikan dan tidak dirusak karena saking banyaknya pengunjung apalagi saat high season ;
Borobudur;2017-07-03;good;in;bagus tetapi terlalu ramai lebih baik jumlah pengunjung dibatasi agar bangunan tidak cepat rusak karena bnyk pengunjung yang melanggar peraturan;2016-08;FRIENDS;4;[];lebih baik jumlah pengunjung dibatasi agar bangunan tidak cepat rusak karena bnyk peng unjung yang melanggar peraturan  bagus tapi terlalu ramai  lebih dari baik lagi pengungsian yang ditangkap agar banyaknya mengungsi ;
Borobudur;2017-07-01;candi budha terbesar;in;dulu candi ini dibilang sebagai keajaiban dunia tetapi sepertinya itu hanya klaim sepihak saja walau begitu tidak mengurangi keindahan candi ini terletak di suatu lapangan yang luas jadinya pasti panas karena itu jika saya ke sini saya pasti memakai payung saya sampai sekarang masih banyak orang yang berusaha memegang telapak tangan maupun jari sang patung budha di dalam stupa katanya sih bias mengabulkan keinginan jika percaya;2017-04;BUSINESS;4;[];dulu candi dibilang sebagai keajaiban dunia  tapi sepertinya itu hanya klaim sepihak saja  walau begitu  tidak mengurangi keindahan candi ini  terletak di suatu lapangan yang luas  jadinya pasti panas ;
Borobudur;2017-07-01;candi borobudur;in;kemegahan candi borobudur sudah tak di ragukan lg candi borobudur merupakan salah keajaiban dunia diantara keajaiban dunia relief yang ada di sepanjang dinding menunjukkan keluhuran budaya dan tingginya budaya seni pahat serta seni kehidupan masyarakat pada zaman dinasti saylendra;2017-01;FRIENDS;5;[];kemegahan candi borobudur sudah tak di ragukan lg candi borobaudur merupakan salah   keajaiban dunia diantara   keajaiba dunia relief  yg ada di sepanjang dinding menunjukkan keluhuran budaya dan tingginya budaya seni pahat serta seni kehidupan masyarakat pada zaman dinasti saylendra             ;
